,Tempo,N_ensaio,Unidade,runinEst,runinOg
0,3.91668916488889,0,a2,0,0
1,3.93335597044444,0,a2,0,0
2,3.95002290377778,0,a2,0,0
3,3.966689701,0,a2,0,0
4,3.98335672322222,0,a2,0,0
5,4.00002314266667,0,a2,0,0
6,4.01668997322222,0,a2,0,0
7,4.03335652322222,0,a2,0,0
8,4.05002329822222,0,a2,0,0
9,4.06669013155556,0,a2,0,0
10,4.08335714822222,0,a2,0,0
11,4.10002400377778,0,a2,0,0
12,4.116691076,0,a2,0,0
13,4.13335765655556,0,a2,0,0
14,4.15002473711111,0,a2,0,0
15,4.16669158155556,0,a2,0,0
16,4.183358301,0,a2,0,0
17,4.20002513988889,0,a2,0,0
18,4.21669210377778,0,a2,0,0
19,4.23335913433333,0,a2,0,0
20,4.25002597877778,0,a2,0,0
21,4.26669262044445,0,a2,0,0
22,4.28335928433333,0,a2,0,0
23,4.30002609544445,0,a2,0,0
24,4.31669309544445,0,a2,0,0
25,4.33335950655556,0,a2,0,0
26,4.35002618433333,0,a2,0,0
27,4.36669288433333,0,a2,0,0
28,4.38335998988889,0,a2,0,0
29,4.400026701,0,a2,0,0
30,4.41669333433333,0,a2,0,0
31,4.43335985655556,0,a2,0,0
32,4.450026676,0,a2,0,0
33,4.46669348433333,0,a2,0,0
34,4.48336011766667,0,a2,0,0
35,4.50002686766667,0,a2,0,0
36,4.51669341766667,0,a2,0,0
37,4.533360526,0,a2,0,0
38,4.550027151,0,a2,0,0
39,4.56669401211111,0,a2,0,0
40,4.58336082044444,0,a2,0,0
41,4.60002777322222,0,a2,0,0
42,4.616694601,0,a2,0,0
43,4.63336139266667,0,a2,0,0
44,4.65002793988889,0,a2,0,0
45,4.66669487044445,0,a2,0,0
46,4.68336159266667,0,a2,0,0
47,4.70002850933333,0,a2,0,0
48,4.71669509822222,0,a2,0,0
49,4.73336220377778,0,a2,0,0
50,4.75002868433333,0,a2,0,0
51,4.76669568988889,0,a2,0,0
52,4.78336249822222,0,a2,0,0
53,4.80002944544445,0,a2,0,0
54,4.81669593711111,0,a2,0,0
55,4.83336276211111,0,a2,0,0
56,4.85002937322222,0,a2,0,0
57,4.866696651,0,a2,0,0
58,4.88336384822222,0,a2,0,0
59,4.90003072044445,0,a2,0,0
60,4.91669736211111,0,a2,0,0
61,4.93336431766667,0,a2,0,0
62,4.95003131488889,0,a2,0,0
63,4.96669789266667,0,a2,0,0
64,4.983364576,0,a2,0,0
65,5.00003123433333,0,a2,1,-1
66,5.01669793155556,0,a2,0,-1
67,5.03336449822222,0,a2,0,-1
68,5.05003151488889,0,a2,0,-1
69,5.06669855377778,0,a2,0,-1
70,5.08336540655556,0,a2,0,-1
71,5.10003209544444,0,a2,0,-1
