,Tempo,N_ensaio,Unidade,runinEst,runinOg
0,3.33335156983333,0,b5,0,0
1,3.35001859483333,0,b5,0,0
2,3.36668527816667,0,b5,0,0
3,3.3833522615,0,b5,0,0
4,3.40001921705556,0,b5,0,0
5,3.41668573372222,0,b5,0,0
6,3.43335277261111,0,b5,0,0
7,3.45001937816667,0,b5,0,0
8,3.46668598094444,0,b5,0,0
9,3.48335270594444,0,b5,0,0
10,3.50001933927778,0,b5,0,0
11,3.51668619205556,0,b5,0,0
12,3.53335276427778,0,b5,0,0
13,3.55001966705556,0,b5,0,0
14,3.56668648372222,0,b5,0,0
15,3.58335326705556,0,b5,0,0
16,3.6000201115,0,b5,0,0
17,3.61668660594444,0,b5,0,0
18,3.63335319761111,0,b5,0,0
19,3.65002035038889,0,b5,0,0
20,3.66668715872222,0,b5,0,0
21,3.68335414205556,0,b5,0,0
22,3.70002075038889,0,b5,0,0
23,3.71668753927778,0,b5,0,0
24,3.73335420038889,0,b5,0,0
25,3.75002114761111,0,b5,0,0
26,3.76668765038889,0,b5,0,0
27,3.78335473372222,0,b5,0,0
28,3.80002134205556,0,b5,0,0
29,3.81668807538889,0,b5,0,0
30,3.8333547615,0,b5,0,0
31,3.85002128372222,0,b5,0,0
32,3.86668791983333,0,b5,0,0
33,3.88335481983333,0,b5,0,0
34,3.90002137816667,0,b5,0,0
35,3.91668796427778,0,b5,0,0
36,3.93335466705556,0,b5,0,0
37,3.95002156427778,0,b5,0,0
38,3.9666884365,0,b5,0,0
39,3.98335499205556,0,b5,0,0
40,4.00002168927778,0,b5,0,0
41,4.01668867538889,0,b5,0,0
42,4.03335536427778,0,b5,0,0
43,4.05002190594444,0,b5,0,0
44,4.06668870038889,0,b5,0,0
45,4.08335528927778,0,b5,0,0
46,4.1000219615,0,b5,0,0
47,4.11668852538889,0,b5,0,0
48,4.13335537261111,0,b5,0,0
49,4.15002213927778,0,b5,0,0
50,4.16668874205556,0,b5,0,0
51,4.18335559483333,0,b5,0,0
52,4.20002215038889,0,b5,0,0
53,4.21668880594444,0,b5,0,0
54,4.23335547261111,0,b5,0,0
55,4.25002212816667,0,b5,0,0
56,4.26668884483333,0,b5,0,0
57,4.28335546705556,0,b5,0,0
58,4.30002210316667,0,b5,0,0
59,4.31668873372222,0,b5,0,0
60,4.33335551983333,0,b5,0,0
61,4.35002216983333,0,b5,0,0
62,4.36668899761111,0,b5,0,0
63,4.38335542816667,0,b5,0,0
64,4.4000225865,0,b5,0,0
65,4.41668919483333,0,b5,0,0
66,4.43335587538889,0,b5,0,0
67,4.45002278927778,0,b5,0,0
68,4.4666893865,0,b5,0,0
69,4.4833563615,0,b5,0,0
70,4.50002289205556,0,b5,0,0
71,4.51668970038889,0,b5,0,0
72,4.53335663927778,0,b5,0,0
73,4.55002326427778,0,b5,0,0
74,4.56668993372222,0,b5,0,0
75,4.58335653372222,0,b5,0,0
76,4.60002345872222,0,b5,0,0
77,4.61669013372222,0,b5,0,0
78,4.63335718372222,0,b5,0,0
79,4.65002373927778,0,b5,0,0
80,4.66669055594444,0,b5,0,0
81,4.68335725038889,0,b5,0,0
82,4.70002427538889,0,b5,0,0
83,4.71669085316667,0,b5,0,0
84,4.73335755038889,0,b5,0,0
85,4.75002454483333,0,b5,0,0
86,4.7666910365,0,b5,0,0
87,4.7833578865,0,b5,0,0
88,4.80002470316667,0,b5,0,0
89,4.8166917115,0,b5,0,0
90,4.83335825038889,0,b5,0,0
91,4.85002511427778,0,b5,0,0
92,4.86669185872222,0,b5,0,0
93,4.88335868372222,0,b5,0,0
94,4.90002524483333,0,b5,0,0
95,4.91669197816667,0,b5,0,0
96,4.9333586365,0,b5,0,0
97,4.95002543094444,0,b5,0,0
98,4.96669247538889,0,b5,0,0
99,4.98335910038889,0,b5,0,0
100,5.00002582261111,0,b5,1,-1
101,5.01669289483333,0,b5,1,-1
102,5.03335963927778,0,b5,1,-1
103,5.05002633372222,0,b5,1,-1
104,5.06669301983333,0,b5,1,-1
105,5.08335972261111,0,b5,1,-1
106,5.10002645594444,0,b5,1,-1
107,5.11669300594444,0,b5,1,-1
108,5.13335964205555,0,b5,1,-1
109,5.15002630872222,0,b5,1,-1
110,5.16669296983333,0,b5,1,-1
111,5.18335996705556,0,b5,1,-1
112,5.20002693094444,0,b5,1,-1
113,5.21669365038889,0,b5,1,-1
114,5.23336054205556,0,b5,1,-1
115,5.25002721427778,0,b5,1,-1
116,5.26669412816667,0,b5,1,-1
117,5.28336084483333,0,b5,1,-1
118,5.30002751983333,0,b5,1,-1
119,5.31669412261111,0,b5,1,-1
120,5.33336092538889,0,b5,1,-1
121,5.35002740594444,0,b5,1,-1
122,5.36669443094444,0,b5,1,-1
123,5.38336096983333,0,b5,1,-1
124,5.40002775872222,0,b5,1,-1
125,5.41669449761111,0,b5,1,-1
126,5.43336143372222,0,b5,1,-1
127,5.45002845316667,0,b5,1,-1
128,5.46669497816667,0,b5,1,-1
129,5.48336163094444,0,b5,1,-1
130,5.50002862538889,0,b5,1,-1
131,5.51669516983333,0,b5,1,-1
132,5.53336190038889,0,b5,1,-1
133,5.5500289615,0,b5,1,-1
134,5.56669550594444,0,b5,1,-1
135,5.58336261427778,0,b5,1,-1
136,5.60002906983333,0,b5,1,-1
137,5.61669579761111,0,b5,1,-1
138,5.63336241427778,0,b5,1,-1
139,5.6500290365,0,b5,1,-1
140,5.66669568094444,0,b5,1,-1
141,5.68336239761111,0,b5,1,-1
142,5.70002908927778,0,b5,1,-1
143,5.71669606983333,0,b5,1,-1
144,5.7333628615,0,b5,1,-1
145,5.75002937538889,0,b5,1,-1
146,5.76669644205556,0,b5,1,-1
147,5.78336302538889,0,b5,1,-1
148,5.80002996983333,0,b5,1,-1
149,5.81669652816667,0,b5,1,-1
150,5.83336333927778,0,b5,1,-1
151,5.85002987261111,0,b5,1,-1
152,5.86669675594444,0,b5,1,-1
153,5.88336325038889,0,b5,1,-1
154,5.90002991983333,0,b5,1,-1
155,5.91669652816667,0,b5,1,-1
156,5.9333632615,0,b5,1,-1
157,5.9500303615,0,b5,1,-1
158,5.9666973115,0,b5,1,-1
159,5.98336400594444,0,b5,1,-1
160,6.0000310615,0,b5,1,-1
161,6.01669779761111,0,b5,1,-1
162,6.03336463094444,0,b5,1,-1
163,6.0500314865,0,b5,1,-1
164,6.06669797816667,0,b5,1,-1
165,6.08336461983333,0,b5,1,-1
166,6.10003148372222,0,b5,1,-1
167,6.11669802261111,0,b5,1,-1
168,6.1333647615,0,b5,1,-1
169,6.15003143094444,0,b5,1,-1
170,6.1666980615,0,b5,1,-1
171,6.18336488094444,0,b5,1,-1
172,6.20003159761111,0,b5,1,-1
173,6.21669821427778,0,b5,1,-1
174,6.23336535872222,0,b5,1,-1
175,6.25003229483333,0,b5,1,-1
176,6.2666990115,0,b5,1,-1
177,6.28336585316667,0,b5,1,-1
178,6.30003274205555,0,b5,1,-1
179,6.31669930594444,0,b5,1,-1
180,6.33336597816667,0,b5,1,-1
181,6.35003315038889,0,b5,1,-1
182,6.36669966705556,0,b5,1,-1
183,6.38336628094444,0,b5,1,-1
184,6.40003342538889,0,b5,1,-1
185,6.41670010872222,0,b5,1,-1
186,6.43336678927778,0,b5,1,-1
187,6.4500338865,0,b5,1,-1
188,6.46670062538889,0,b5,1,-1
189,6.48336747816667,0,b5,1,-1
190,6.50003407538889,0,b5,1,-1
191,6.5167007115,0,b5,1,-1
192,6.53336756427778,0,b5,1,-1
193,6.55003412538889,0,b5,1,-1
194,6.56670068094444,0,b5,1,-1
195,6.5833676865,0,b5,1,-1
196,6.60003439205556,0,b5,1,-1
197,6.61670119761111,0,b5,1,-1
198,6.63336763094444,0,b5,1,-1
199,6.65003469761111,0,b5,1,-1
200,6.66670149761111,0,b5,1,-1
201,6.68336799761111,0,b5,1,-1
202,6.70003489761111,0,b5,1,-1
203,6.71670194761111,0,b5,1,-1
204,6.73336850594444,0,b5,1,-1
205,6.75003515316667,0,b5,1,-1
206,6.76670220316667,0,b5,1,-1
207,6.7833692115,0,b5,1,-1
208,6.80003571427778,0,b5,1,-1
209,6.81670235872222,0,b5,1,-1
210,6.8333692615,0,b5,1,-1
211,6.85003579483333,0,b5,1,-1
212,6.86670241705555,0,b5,1,-1
213,6.88336925872222,0,b5,1,-1
214,6.90003576705555,0,b5,1,-1
215,6.91670255594444,0,b5,1,-1
216,6.93336930594444,0,b5,1,-1
217,6.95003629483333,0,b5,1,-1
218,6.9667029115,0,b5,1,-1
219,6.98337000038889,0,b5,1,-1
220,7.00003664205556,0,b5,1,-1
221,7.01670327261111,0,b5,1,-1
222,7.03337011983333,0,b5,1,-1
223,7.05003700594444,0,b5,1,-1
224,7.06670395038889,0,b5,1,-1
225,7.08337050038889,0,b5,1,-1
226,7.10003713927778,0,b5,1,-1
227,7.11670395316667,0,b5,1,-1
